InventoryRecordID,WeekStartDate,StoreID,ProductID,SupplierID,OpeningUnits,OrderedUnits,ReceivedUnits,ExpectedDemandUnits,FulfilledDemandUnits,ClosingUnits,DaysCover,AvailabilityRate,StockoutHours,EstimatedLostUnits,EstimatedLostSales,EstimatedLostGrossProfit,LateDeliveryDays
IN018851,2026-04-27,ST014,PR072,SUP011,1,39,36,36,35,2,0.4,0.9722,2.3,1,28.69,10.77,0
IN018852,2026-04-27,ST014,PR073,SUP003,2,28,22,27,23,1,0.3,0.8519,12.4,3,129.87,32.34,1
IN018853,2026-04-27,ST014,PR076,SUP011,0,36,33,32,32,1,0.2,1.0,0.0,0,0.0,0.0,0
IN018854,2026-04-27,ST014,PR077,SUP011,2,26,26,25,25,3,0.8,1.0,0.0,0,0.0,0.0,0
IN018855,2026-04-27,ST015,PR001,SUP001,20,95,92,82,82,30,2.6,1.0,0.0,0,0.0,0.0,0
IN018856,2026-04-27,ST015,PR002,SUP001,15,52,50,48,48,17,2.5,1.0,0.0,0,0.0,0.0,0
IN018857,2026-04-27,ST015,PR004,SUP008,32,84,80,83,83,29,2.4,1.0,0.0,0,0.0,0.0,0
IN018858,2026-04-27,ST015,PR006,SUP012,28,83,80,79,79,29,2.6,1.0,0.0,0,0.0,0.0,0
IN018859,2026-04-27,ST015,PR007,SUP012,19,52,48,51,51,16,2.2,1.0,0.0,0,0.0,0.0,0
IN018860,2026-04-27,ST015,PR008,SUP012,24,39,38,45,45,17,2.6,1.0,0.0,0,0.0,0.0,0
IN018861,2026-04-27,ST015,PR009,SUP011,11,49,47,43,43,15,2.4,1.0,0.0,0,0.0,0.0,0
IN018862,2026-04-27,ST015,PR010,SUP012,17,56,53,52,52,18,2.4,1.0,0.0,0,0.0,0.0,0
IN018863,2026-04-27,ST015,PR011,SUP012,12,54,52,47,47,17,2.5,1.0,0.0,0,0.0,0.0,0
IN018864,2026-04-27,ST015,PR013,SUP011,12,54,52,47,47,17,2.5,1.0,0.0,0,0.0,0.0,0
IN018865,2026-04-27,ST015,PR014,SUP008,14,36,31,36,36,9,1.7,1.0,0.0,0,0.0,0.0,0
IN018866,2026-04-27,ST015,PR015,SUP002,33,89,80,87,87,26,2.1,1.0,0.0,0,0.0,0.0,0
IN018867,2026-04-27,ST015,PR016,SUP002,21,69,61,64,64,18,2.0,1.0,0.0,0,0.0,0.0,0
IN018868,2026-04-27,ST015,PR017,SUP002,15,69,65,60,60,20,2.3,1.0,0.0,0,0.0,0.0,0
IN018869,2026-04-27,ST015,PR018,SUP002,14,60,57,53,53,18,2.4,1.0,0.0,0,0.0,0.0,0
IN018870,2026-04-27,ST015,PR019,SUP002,8,59,54,48,48,14,2.0,1.0,0.0,0,0.0,0.0,0
IN018871,2026-04-27,ST015,PR020,SUP007,6,72,68,56,56,18,2.2,1.0,0.0,0,0.0,0.0,0
IN018872,2026-04-27,ST015,PR021,SUP007,6,53,50,42,42,14,2.3,1.0,0.0,0,0.0,0.0,0
IN018873,2026-04-27,ST015,PR022,SUP002,19,68,66,62,62,23,2.6,1.0,0.0,0,0.0,0.0,0
IN018874,2026-04-27,ST015,PR023,SUP007,6,46,43,37,37,12,2.3,1.0,0.0,0,0.0,0.0,0
IN018875,2026-04-27,ST015,PR026,SUP002,7,32,28,28,28,7,1.8,1.0,0.0,0,0.0,0.0,0
IN018876,2026-04-27,ST015,PR027,SUP006,19,76,75,68,68,26,2.7,1.0,0.0,0,0.0,0.0,0
IN018877,2026-04-27,ST015,PR028,SUP006,13,42,41,39,39,15,2.7,1.0,0.0,0,0.0,0.0,0
IN018878,2026-04-27,ST015,PR029,SUP006,13,58,57,51,51,19,2.6,1.0,0.0,0,0.0,0.0,0
IN018879,2026-04-27,ST015,PR031,SUP006,10,81,79,65,65,24,2.6,1.0,0.0,0,0.0,0.0,0
IN018880,2026-04-27,ST015,PR032,SUP006,15,44,43,42,42,16,2.7,1.0,0.0,0,0.0,0.0,0
IN018881,2026-04-27,ST015,PR035,SUP006,11,48,47,42,42,16,2.7,1.0,0.0,0,0.0,0.0,0
IN018882,2026-04-27,ST015,PR038,SUP004,16,36,36,37,37,15,2.8,1.0,0.0,0,0.0,0.0,0
IN018883,2026-04-27,ST015,PR039,SUP004,15,61,61,54,54,22,2.9,1.0,0.0,0,0.0,0.0,0
IN018884,2026-04-27,ST015,PR040,SUP010,11,31,29,30,30,10,2.3,1.0,0.0,0,0.0,0.0,0
IN018885,2026-04-27,ST015,PR041,SUP010,15,42,40,41,41,14,2.4,1.0,0.0,0,0.0,0.0,0
IN018886,2026-04-27,ST015,PR042,SUP004,10,49,46,42,42,14,2.3,1.0,0.0,0,0.0,0.0,0
IN018887,2026-04-27,ST015,PR043,SUP010,12,31,31,31,31,12,2.7,1.0,0.0,0,0.0,0.0,0
IN018888,2026-04-27,ST015,PR047,SUP004,9,33,31,30,30,10,2.3,1.0,0.0,0,0.0,0.0,0
IN018889,2026-04-27,ST015,PR050,SUP004,14,25,25,28,28,11,2.8,1.0,0.0,0,0.0,0.0,0
IN018890,2026-04-27,ST015,PR051,SUP005,13,29,27,30,30,10,2.3,1.0,0.0,0,0.0,0.0,0
IN018891,2026-04-27,ST015,PR052,SUP005,11,17,16,20,20,7,2.4,1.0,0.0,0,0.0,0.0,0
IN018892,2026-04-27,ST015,PR053,SUP005,9,39,37,34,34,12,2.5,1.0,0.0,0,0.0,0.0,0
IN018893,2026-04-27,ST015,PR054,SUP011,8,34,32,30,30,10,2.3,1.0,0.0,0,0.0,0.0,0
IN018894,2026-04-27,ST015,PR055,SUP011,11,56,53,48,48,16,2.3,1.0,0.0,0,0.0,0.0,0
IN018895,2026-04-27,ST015,PR056,SUP005,9,32,29,29,29,9,2.2,1.0,0.0,0,0.0,0.0,0
IN018896,2026-04-27,ST015,PR057,SUP005,11,41,36,37,37,10,1.9,1.0,0.0,0,0.0,0.0,0
IN018897,2026-04-27,ST015,PR059,SUP005,11,21,20,23,23,8,2.4,1.0,0.0,0,0.0,0.0,0
IN018898,2026-04-27,ST015,PR062,SUP003,24,32,32,40,40,16,2.8,1.0,0.0,0,0.0,0.0,0
IN018899,2026-04-27,ST015,PR063,SUP003,26,72,72,70,70,28,2.8,1.0,0.0,0,0.0,0.0,0
IN018900,2026-04-27,ST015,PR064,SUP009,23,65,64,63,63,24,2.7,1.0,0.0,0,0.0,0.0,0
IN018901,2026-04-27,ST015,PR065,SUP009,23,54,53,55,55,21,2.7,1.0,0.0,0,0.0,0.0,0
IN018902,2026-04-27,ST015,PR066,SUP009,16,75,74,65,65,25,2.7,1.0,0.0,0,0.0,0.0,0
IN018903,2026-04-27,ST015,PR067,SUP009,16,65,64,58,58,22,2.7,1.0,0.0,0,0.0,0.0,0
IN018904,2026-04-27,ST015,PR068,SUP011,16,78,74,67,67,23,2.4,1.0,0.0,0,0.0,0.0,0
IN018905,2026-04-27,ST015,PR069,SUP011,15,70,67,61,61,21,2.4,1.0,0.0,0,0.0,0.0,0
IN018906,2026-04-27,ST015,PR071,SUP011,12,38,36,36,36,12,2.3,1.0,0.0,0,0.0,0.0,0
IN018907,2026-04-27,ST015,PR072,SUP011,15,56,53,51,51,17,2.3,1.0,0.0,0,0.0,0.0,0
IN018908,2026-04-27,ST015,PR073,SUP003,16,43,41,42,42,15,2.5,1.0,0.0,0,0.0,0.0,0
IN018909,2026-04-27,ST015,PR076,SUP011,11,45,43,40,40,14,2.4,1.0,0.0,0,0.0,0.0,0
IN018910,2026-04-27,ST015,PR077,SUP011,13,42,40,39,39,14,2.5,1.0,0.0,0,0.0,0.0,0
IN018911,2026-04-27,ST016,PR001,SUP001,21,82,79,79,79,21,1.9,1.0,0.0,0,0.0,0.0,0
IN018912,2026-04-27,ST016,PR002,SUP001,16,55,53,54,54,15,1.9,1.0,0.0,0,0.0,0.0,0
IN018913,2026-04-27,ST016,PR004,SUP008,14,59,59,56,56,17,2.1,1.0,0.0,0,0.0,0.0,0
IN018914,2026-04-27,ST016,PR006,SUP012,18,83,83,77,77,24,2.2,1.0,0.0,0,0.0,0.0,0
IN018915,2026-04-27,ST016,PR007,SUP012,15,39,39,41,41,13,2.2,1.0,0.0,0,0.0,0.0,0
IN018916,2026-04-27,ST016,PR008,SUP012,11,62,62,56,56,17,2.1,1.0,0.0,0,0.0,0.0,0
IN018917,2026-04-27,ST016,PR009,SUP011,9,47,45,43,43,11,1.8,1.0,0.0,0,0.0,0.0,0
IN018918,2026-04-27,ST016,PR010,SUP012,14,44,44,44,44,14,2.2,1.0,0.0,0,0.0,0.0,0
IN018919,2026-04-27,ST016,PR011,SUP012,7,55,55,47,47,15,2.2,1.0,0.0,0,0.0,0.0,0
IN018920,2026-04-27,ST016,PR013,SUP011,14,88,82,78,78,18,1.6,1.0,0.0,0,0.0,0.0,0
IN018921,2026-04-27,ST016,PR014,SUP008,6,50,50,43,43,13,2.1,1.0,0.0,0,0.0,0.0,0
IN018922,2026-04-27,ST016,PR015,SUP002,8,81,76,68,68,16,1.6,1.0,0.0,0,0.0,0.0,0
IN018923,2026-04-27,ST016,PR016,SUP002,6,86,80,70,70,16,1.6,1.0,0.0,0,0.0,0.0,0
IN018924,2026-04-27,ST016,PR017,SUP002,5,55,49,46,46,8,1.2,1.0,0.0,0,0.0,0.0,0
IN018925,2026-04-27,ST016,PR018,SUP002,5,78,76,63,63,18,2.0,1.0,0.0,0,0.0,0.0,0
IN018926,2026-04-27,ST016,PR019,SUP002,3,61,54,49,49,8,1.1,1.0,0.0,0,0.0,0.0,0
IN018927,2026-04-27,ST016,PR020,SUP007,8,64,62,55,55,15,1.9,1.0,0.0,0,0.0,0.0,0
IN018928,2026-04-27,ST016,PR021,SUP007,10,93,82,79,79,13,1.2,1.0,0.0,0,0.0,0.0,0
IN018929,2026-04-27,ST016,PR022,SUP002,4,46,41,38,38,7,1.3,1.0,0.0,0,0.0,0.0,0
IN018930,2026-04-27,ST016,PR023,SUP007,6,36,32,32,32,6,1.3,1.0,0.0,0,0.0,0.0,0
IN018931,2026-04-27,ST016,PR026,SUP002,3,30,30,25,25,8,2.2,1.0,0.0,0,0.0,0.0,0
IN018932,2026-04-27,ST016,PR027,SUP006,24,45,42,53,53,13,1.7,1.0,0.0,0,0.0,0.0,0
IN018933,2026-04-27,ST016,PR028,SUP006,11,28,27,30,30,8,1.9,1.0,0.0,0,0.0,0.0,0
IN018934,2026-04-27,ST016,PR029,SUP006,15,40,35,42,42,8,1.3,1.0,0.0,0,0.0,0.0,0
IN018935,2026-04-27,ST016,PR031,SUP006,12,73,70,65,65,17,1.8,1.0,0.0,0,0.0,0.0,0
IN018936,2026-04-27,ST016,PR032,SUP006,13,38,38,39,39,12,2.2,1.0,0.0,0,0.0,0.0,0
IN018937,2026-04-27,ST016,PR035,SUP006,13,55,51,52,52,12,1.6,1.0,0.0,0,0.0,0.0,0
IN018938,2026-04-27,ST016,PR038,SUP004,10,56,54,50,50,14,2.0,1.0,0.0,0,0.0,0.0,0
IN018939,2026-04-27,ST016,PR039,SUP004,20,42,39,47,47,12,1.8,1.0,0.0,0,0.0,0.0,0
IN018940,2026-04-27,ST016,PR040,SUP010,10,28,23,29,29,4,1.0,1.0,0.0,0,0.0,0.0,1
IN018941,2026-04-27,ST016,PR041,SUP010,10,31,25,31,31,4,0.9,1.0,0.0,0,0.0,0.0,1
IN018942,2026-04-27,ST016,PR042,SUP004,13,22,21,27,27,7,1.8,1.0,0.0,0,0.0,0.0,0
IN018943,2026-04-27,ST016,PR043,SUP010,9,34,27,33,33,3,0.6,1.0,0.0,0,0.0,0.0,1
IN018944,2026-04-27,ST016,PR047,SUP004,11,37,35,37,37,9,1.7,1.0,0.0,0,0.0,0.0,0
IN018945,2026-04-27,ST016,PR050,SUP004,11,26,26,28,28,9,2.2,1.0,0.0,0,0.0,0.0,0
IN018946,2026-04-27,ST016,PR051,SUP005,6,48,46,41,41,11,1.9,1.0,0.0,0,0.0,0.0,0
IN018947,2026-04-27,ST016,PR052,SUP005,5,21,20,20,20,5,1.8,1.0,0.0,0,0.0,0.0,0
IN018948,2026-04-27,ST016,PR053,SUP005,8,40,37,37,37,8,1.5,1.0,0.0,0,0.0,0.0,0
IN018949,2026-04-27,ST016,PR054,SUP011,5,41,39,35,35,9,1.8,1.0,0.0,0,0.0,0.0,0
IN018950,2026-04-27,ST016,PR055,SUP011,8,43,41,39,39,10,1.8,1.0,0.0,0,0.0,0.0,0
IN018951,2026-04-27,ST016,PR056,SUP005,6,20,19,20,20,5,1.8,1.0,0.0,0,0.0,0.0,0
IN018952,2026-04-27,ST016,PR057,SUP005,7,30,27,28,28,6,1.5,1.0,0.0,0,0.0,0.0,0
IN018953,2026-04-27,ST016,PR059,SUP005,8,51,45,45,45,8,1.2,1.0,0.0,0,0.0,0.0,0
IN018954,2026-04-27,ST016,PR062,SUP003,13,75,67,67,67,13,1.4,1.0,0.0,0,0.0,0.0,0
IN018955,2026-04-27,ST016,PR063,SUP003,10,70,63,61,61,12,1.4,1.0,0.0,0,0.0,0.0,0
IN018956,2026-04-27,ST016,PR064,SUP009,11,51,49,47,47,13,1.9,1.0,0.0,0,0.0,0.0,0
IN018957,2026-04-27,ST016,PR065,SUP009,14,53,51,51,51,14,1.9,1.0,0.0,0,0.0,0.0,0
IN018958,2026-04-27,ST016,PR066,SUP009,25,58,56,63,63,18,2.0,1.0,0.0,0,0.0,0.0,0
IN018959,2026-04-27,ST016,PR067,SUP009,10,41,39,39,39,10,1.8,1.0,0.0,0,0.0,0.0,0
IN018960,2026-04-27,ST016,PR068,SUP011,15,81,72,73,73,14,1.3,1.0,0.0,0,0.0,0.0,0
IN018961,2026-04-27,ST016,PR069,SUP011,17,50,46,51,51,12,1.6,1.0,0.0,0,0.0,0.0,0
IN018962,2026-04-27,ST016,PR071,SUP011,10,52,50,47,47,13,1.9,1.0,0.0,0,0.0,0.0,0
IN018963,2026-04-27,ST016,PR072,SUP011,8,55,52,48,48,12,1.8,1.0,0.0,0,0.0,0.0,0
IN018964,2026-04-27,ST016,PR073,SUP003,12,36,32,37,37,7,1.3,1.0,0.0,0,0.0,0.0,0
IN018965,2026-04-27,ST016,PR076,SUP011,10,35,33,34,34,9,1.9,1.0,0.0,0,0.0,0.0,0
IN018966,2026-04-27,ST016,PR077,SUP011,12,35,34,36,36,10,1.9,1.0,0.0,0,0.0,0.0,0
IN018967,2026-04-27,ST017,PR001,SUP001,2,69,68,63,63,7,0.8,1.0,0.0,0,0.0,0.0,0
IN018968,2026-04-27,ST017,PR002,SUP001,1,35,33,32,32,2,0.4,1.0,0.0,0,0.0,0.0,0
IN018969,2026-04-27,ST017,PR004,SUP008,2,48,41,45,41,2,0.3,0.9111,7.5,3,193.98,32.04,0
IN018970,2026-04-27,ST017,PR006,SUP012,2,39,36,37,36,2,0.4,0.973,2.3,1,85.28,8.74,0
IN018971,2026-04-27,ST017,PR007,SUP012,3,46,45,44,44,4,0.6,1.0,0.0,0,0.0,0.0,0
IN018972,2026-04-27,ST017,PR008,SUP012,6,48,48,48,48,6,0.9,1.0,0.0,0,0.0,0.0,0
IN018973,2026-04-27,ST017,PR009,SUP011,2,53,51,49,49,4,0.6,1.0,0.0,0,0.0,0.0,0
IN018974,2026-04-27,ST017,PR010,SUP012,2,36,35,34,34,3,0.6,1.0,0.0,0,0.0,0.0,0
IN018975,2026-04-27,ST017,PR011,SUP012,2,25,25,24,24,3,0.9,1.0,0.0,0,0.0,0.0,0
IN018976,2026-04-27,ST017,PR013,SUP011,3,29,28,29,29,2,0.5,1.0,0.0,0,0.0,0.0,0
IN018977,2026-04-27,ST017,PR014,SUP008,1,30,26,28,27,0,0.0,0.9643,3.0,1,27.9,6.8,0
IN018978,2026-04-27,ST017,PR015,SUP002,1,70,70,63,63,8,0.9,1.0,0.0,0,0.0,0.0,0
IN018979,2026-04-27,ST017,PR016,SUP002,0,44,44,39,39,5,0.9,1.0,0.0,0,0.0,0.0,0
IN018980,2026-04-27,ST017,PR017,SUP002,1,35,35,32,32,4,0.9,1.0,0.0,0,0.0,0.0,0
IN018981,2026-04-27,ST017,PR018,SUP002,0,40,40,36,36,4,0.8,1.0,0.0,0,0.0,0.0,0
IN018982,2026-04-27,ST017,PR019,SUP002,0,34,34,30,30,4,0.9,1.0,0.0,0,0.0,0.0,0
IN018983,2026-04-27,ST017,PR020,SUP007,1,36,36,33,33,4,0.8,1.0,0.0,0,0.0,0.0,0
IN018984,2026-04-27,ST017,PR021,SUP007,4,34,34,34,34,4,0.8,1.0,0.0,0,0.0,0.0,0
IN018985,2026-04-27,ST017,PR022,SUP002,0,36,36,32,32,4,0.9,1.0,0.0,0,0.0,0.0,0
IN018986,2026-04-27,ST017,PR023,SUP007,2,20,20,20,20,2,0.7,1.0,0.0,0,0.0,0.0,0
IN018987,2026-04-27,ST017,PR027,SUP006,2,30,30,29,29,3,0.7,1.0,0.0,0,0.0,0.0,0
IN018988,2026-04-27,ST017,PR028,SUP006,2,29,29,28,28,3,0.8,1.0,0.0,0,0.0,0.0,0
IN018989,2026-04-27,ST017,PR029,SUP006,2,24,24,23,23,3,0.9,1.0,0.0,0,0.0,0.0,0
IN018990,2026-04-27,ST017,PR031,SUP006,2,23,23,22,22,3,1.0,1.0,0.0,0,0.0,0.0,0
IN018991,2026-04-27,ST017,PR032,SUP006,3,22,22,22,22,3,1.0,1.0,0.0,0,0.0,0.0,0
IN018992,2026-04-27,ST017,PR035,SUP006,2,22,22,21,21,3,1.0,1.0,0.0,0,0.0,0.0,0
IN018993,2026-04-27,ST017,PR038,SUP004,1,27,25,25,25,1,0.3,1.0,0.0,0,0.0,0.0,0
IN018994,2026-04-27,ST017,PR039,SUP004,2,39,36,37,37,1,0.2,1.0,0.0,0,0.0,0.0,0
IN018995,2026-04-27,ST017,PR040,SUP010,1,18,17,17,17,1,0.4,1.0,0.0,0,0.0,0.0,0
IN018996,2026-04-27,ST017,PR041,SUP010,0,19,18,17,17,1,0.4,1.0,0.0,0,0.0,0.0,0
IN018997,2026-04-27,ST017,PR042,SUP004,1,17,16,16,16,1,0.4,1.0,0.0,0,0.0,0.0,0
IN018998,2026-04-27,ST017,PR043,SUP010,0,20,19,18,18,1,0.4,1.0,0.0,0,0.0,0.0,0
IN018999,2026-04-27,ST017,PR047,SUP004,2,17,16,17,17,1,0.4,1.0,0.0,0,0.0,0.0,0
IN019000,2026-04-27,ST017,PR050,SUP004,2,15,14,15,15,1,0.5,1.0,0.0,0,0.0,0.0,0
IN019001,2026-04-27,ST017,PR051,SUP005,1,30,29,28,28,2,0.5,1.0,0.0,0,0.0,0.0,0
IN019002,2026-04-27,ST017,PR052,SUP005,1,16,16,15,15,2,0.9,1.0,0.0,0,0.0,0.0,0
IN019003,2026-04-27,ST017,PR053,SUP005,1,25,23,23,23,1,0.3,1.0,0.0,0,0.0,0.0,0
IN019004,2026-04-27,ST017,PR054,SUP011,1,24,23,22,22,2,0.6,1.0,0.0,0,0.0,0.0,0
IN019005,2026-04-27,ST017,PR055,SUP011,1,23,22,21,21,2,0.7,1.0,0.0,0,0.0,0.0,0
IN019006,2026-04-27,ST017,PR056,SUP005,2,18,16,18,18,0,0.0,1.0,0.0,0,0.0,0.0,0
IN019007,2026-04-27,ST017,PR057,SUP005,1,25,22,23,22,1,0.3,0.9565,3.7,1,58.64,21.63,0
IN019008,2026-04-27,ST017,PR059,SUP005,1,20,19,19,19,1,0.4,1.0,0.0,0,0.0,0.0,0
IN019009,2026-04-27,ST017,PR062,SUP003,2,32,30,30,30,2,0.5,1.0,0.0,0,0.0,0.0,0
IN019010,2026-04-27,ST017,PR063,SUP003,3,32,31,31,31,3,0.7,1.0,0.0,0,0.0,0.0,0
IN019011,2026-04-27,ST017,PR064,SUP009,2,35,32,33,33,1,0.2,1.0,0.0,0,0.0,0.0,0
IN019012,2026-04-27,ST017,PR065,SUP009,3,29,26,29,28,1,0.2,0.9655,2.9,1,43.97,13.6,0
IN019013,2026-04-27,ST017,PR066,SUP009,3,25,23,25,25,1,0.3,1.0,0.0,0,0.0,0.0,0
IN019014,2026-04-27,ST017,PR067,SUP009,3,29,26,29,28,1,0.2,0.9655,2.9,1,32.29,10.38,0
IN019015,2026-04-27,ST017,PR068,SUP011,3,63,60,59,59,4,0.5,1.0,0.0,0,0.0,0.0,0
IN019016,2026-04-27,ST017,PR069,SUP011,0,48,46,43,43,3,0.5,1.0,0.0,0,0.0,0.0,0
IN019017,2026-04-27,ST017,PR071,SUP011,3,26,25,26,26,2,0.5,1.0,0.0,0,0.0,0.0,0
IN019018,2026-04-27,ST017,PR072,SUP011,0,28,27,25,25,2,0.6,1.0,0.0,0,0.0,0.0,0
IN019019,2026-04-27,ST017,PR073,SUP003,2,29,27,28,28,1,0.2,1.0,0.0,0,0.0,0.0,0
IN019020,2026-04-27,ST017,PR076,SUP011,1,28,27,26,26,2,0.5,1.0,0.0,0,0.0,0.0,0
IN019021,2026-04-27,ST017,PR077,SUP011,1,34,32,31,31,2,0.5,1.0,0.0,0,0.0,0.0,0
IN019022,2026-04-27,ST018,PR001,SUP001,19,66,59,65,65,13,1.4,1.0,0.0,0,0.0,0.0,0
IN019023,2026-04-27,ST018,PR002,SUP001,11,51,45,47,47,9,1.3,1.0,0.0,0,0.0,0.0,0
IN019024,2026-04-27,ST018,PR004,SUP008,10,57,52,51,51,11,1.5,1.0,0.0,0,0.0,0.0,0
IN019025,2026-04-27,ST018,PR006,SUP012,14,55,53,53,53,14,1.8,1.0,0.0,0,0.0,0.0,0
IN019026,2026-04-27,ST018,PR007,SUP012,9,43,41,40,40,10,1.8,1.0,0.0,0,0.0,0.0,0
IN019027,2026-04-27,ST018,PR008,SUP012,11,57,55,52,52,14,1.9,1.0,0.0,0,0.0,0.0,0
IN019028,2026-04-27,ST018,PR009,SUP011,7,48,46,42,42,11,1.8,1.0,0.0,0,0.0,0.0,0
IN019029,2026-04-27,ST018,PR010,SUP012,8,71,71,60,60,19,2.2,1.0,0.0,0,0.0,0.0,0
IN019030,2026-04-27,ST018,PR011,SUP012,5,45,45,38,38,12,2.2,1.0,0.0,0,0.0,0.0,0
IN019031,2026-04-27,ST018,PR013,SUP011,7,55,50,47,47,10,1.5,1.0,0.0,0,0.0,0.0,0
IN019032,2026-04-27,ST018,PR014,SUP008,7,58,49,50,50,6,0.8,1.0,0.0,0,0.0,0.0,0
IN019033,2026-04-27,ST018,PR015,SUP002,13,76,67,68,68,12,1.2,1.0,0.0,0,0.0,0.0,0
IN019034,2026-04-27,ST018,PR016,SUP002,10,73,68,63,63,15,1.7,1.0,0.0,0,0.0,0.0,0
IN019035,2026-04-27,ST018,PR017,SUP002,9,63,54,55,55,8,1.0,1.0,0.0,0,0.0,0.0,0
IN019036,2026-04-27,ST018,PR018,SUP002,11,58,52,53,53,10,1.3,1.0,0.0,0,0.0,0.0,0
IN019037,2026-04-27,ST018,PR019,SUP002,4,46,41,38,38,7,1.3,1.0,0.0,0,0.0,0.0,0
IN019038,2026-04-27,ST018,PR020,SUP007,9,53,49,47,47,11,1.6,1.0,0.0,0,0.0,0.0,0
IN019039,2026-04-27,ST018,PR021,SUP007,15,48,44,48,48,11,1.6,1.0,0.0,0,0.0,0.0,0
IN019040,2026-04-27,ST018,PR022,SUP002,8,46,43,41,41,10,1.7,1.0,0.0,0,0.0,0.0,0
IN019041,2026-04-27,ST018,PR023,SUP007,10,38,35,37,37,8,1.5,1.0,0.0,0,0.0,0.0,0
IN019042,2026-04-27,ST018,PR026,SUP002,6,27,26,25,25,7,2.0,1.0,0.0,0,0.0,0.0,0
IN019043,2026-04-27,ST018,PR027,SUP006,12,33,29,34,34,7,1.4,1.0,0.0,0,0.0,0.0,0
IN019044,2026-04-27,ST018,PR028,SUP006,13,35,31,37,37,7,1.3,1.0,0.0,0,0.0,0.0,0
IN019045,2026-04-27,ST018,PR029,SUP006,15,13,12,21,21,6,2.0,1.0,0.0,0,0.0,0.0,0
IN019046,2026-04-27,ST018,PR031,SUP006,10,41,37,39,39,8,1.4,1.0,0.0,0,0.0,0.0,0
IN019047,2026-04-27,ST018,PR032,SUP006,9,46,41,42,42,8,1.3,1.0,0.0,0,0.0,0.0,0
IN019048,2026-04-27,ST018,PR035,SUP006,9,55,49,49,49,9,1.3,1.0,0.0,0,0.0,0.0,0
IN019049,2026-04-27,ST018,PR038,SUP004,14,44,43,44,44,13,2.1,1.0,0.0,0,0.0,0.0,0
IN019050,2026-04-27,ST018,PR039,SUP004,12,47,44,45,45,11,1.7,1.0,0.0,0,0.0,0.0,0
IN019051,2026-04-27,ST018,PR040,SUP010,8,30,25,29,29,4,1.0,1.0,0.0,0,0.0,0.0,0
IN019052,2026-04-27,ST018,PR041,SUP010,8,40,33,37,37,4,0.8,1.0,0.0,0,0.0,0.0,0
IN019053,2026-04-27,ST018,PR042,SUP004,8,34,33,32,32,9,2.0,1.0,0.0,0,0.0,0.0,0
IN019054,2026-04-27,ST018,PR043,SUP010,5,29,24,26,26,3,0.8,1.0,0.0,0,0.0,0.0,0
IN019055,2026-04-27,ST018,PR047,SUP004,9,32,29,31,31,7,1.6,1.0,0.0,0,0.0,0.0,0
IN019056,2026-04-27,ST018,PR050,SUP004,9,26,25,27,27,7,1.8,1.0,0.0,0,0.0,0.0,0
IN019057,2026-04-27,ST018,PR051,SUP005,6,42,40,37,37,9,1.7,1.0,0.0,0,0.0,0.0,0
IN019058,2026-04-27,ST018,PR052,SUP005,6,19,18,19,19,5,1.8,1.0,0.0,0,0.0,0.0,0
IN019059,2026-04-27,ST018,PR053,SUP005,7,28,26,27,27,6,1.6,1.0,0.0,0,0.0,0.0,0
IN019060,2026-04-27,ST018,PR054,SUP011,3,38,35,31,31,7,1.6,1.0,0.0,0,0.0,0.0,0
IN019061,2026-04-27,ST018,PR055,SUP011,5,26,23,24,24,4,1.2,1.0,0.0,0,0.0,0.0,0
IN019062,2026-04-27,ST018,PR056,SUP005,7,19,18,20,20,5,1.8,1.0,0.0,0,0.0,0.0,0
IN019063,2026-04-27,ST018,PR057,SUP005,6,20,19,20,20,5,1.8,1.0,0.0,0,0.0,0.0,0
IN019064,2026-04-27,ST018,PR059,SUP005,4,44,41,37,37,8,1.5,1.0,0.0,0,0.0,0.0,0
IN019065,2026-04-27,ST018,PR062,SUP003,16,40,39,43,43,12,2.0,1.0,0.0,0,0.0,0.0,0
IN019066,2026-04-27,ST018,PR063,SUP003,15,28,28,33,33,10,2.1,1.0,0.0,0,0.0,0.0,0
IN019067,2026-04-27,ST018,PR064,SUP009,13,42,42,42,42,13,2.2,1.0,0.0,0,0.0,0.0,0
IN019068,2026-04-27,ST018,PR065,SUP009,13,51,50,49,49,14,2.0,1.0,0.0,0,0.0,0.0,0
IN019069,2026-04-27,ST018,PR066,SUP009,16,52,51,52,52,15,2.0,1.0,0.0,0,0.0,0.0,0
IN019070,2026-04-27,ST018,PR067,SUP009,9,51,50,46,46,13,2.0,1.0,0.0,0,0.0,0.0,0
IN019071,2026-04-27,ST018,PR068,SUP011,8,64,60,55,55,13,1.7,1.0,0.0,0,0.0,0.0,0
IN019072,2026-04-27,ST018,PR069,SUP011,8,39,37,36,36,9,1.7,1.0,0.0,0,0.0,0.0,0
IN019073,2026-04-27,ST018,PR071,SUP011,6,45,43,39,39,10,1.8,1.0,0.0,0,0.0,0.0,0
IN019074,2026-04-27,ST018,PR072,SUP011,7,38,36,34,34,9,1.9,1.0,0.0,0,0.0,0.0,0
IN019075,2026-04-27,ST018,PR073,SUP003,10,28,28,29,29,9,2.2,1.0,0.0,0,0.0,0.0,0
IN019076,2026-04-27,ST018,PR076,SUP011,7,44,41,39,39,9,1.6,1.0,0.0,0,0.0,0.0,0
