TargetID,WeekStartDate,StoreID,NetSalesTarget,GrossMarginTarget,AvailabilityTarget,SupplierFillRateTarget,OnTimeDeliveryTarget
TG00751,2026-07-13,ST031,140305.34,0.29,0.94,0.95,0.93
TG00752,2026-07-13,ST032,115003.24,0.29,0.94,0.95,0.93
TG00753,2026-07-13,ST033,70799.24,0.29,0.94,0.95,0.93
TG00754,2026-07-13,ST034,105832.53,0.29,0.94,0.95,0.93
TG00755,2026-07-13,ST035,126185.06,0.29,0.94,0.95,0.93
TG00756,2026-07-13,ST036,72254.8,0.29,0.94,0.95,0.93
TG00757,2026-07-20,ST001,138369.04,0.29,0.94,0.95,0.93
TG00758,2026-07-20,ST002,227650.68,0.29,0.94,0.95,0.93
TG00759,2026-07-20,ST003,161124.86,0.29,0.94,0.95,0.93
TG00760,2026-07-20,ST004,125619.89,0.29,0.94,0.95,0.93
TG00761,2026-07-20,ST005,232020.07,0.29,0.94,0.95,0.93
TG00762,2026-07-20,ST006,186874.66,0.29,0.94,0.95,0.93
TG00763,2026-07-20,ST007,190481.2,0.29,0.94,0.95,0.93
TG00764,2026-07-20,ST008,231564.33,0.29,0.94,0.95,0.93
TG00765,2026-07-20,ST009,151919.41,0.29,0.94,0.95,0.93
TG00766,2026-07-20,ST010,108702.42,0.29,0.94,0.95,0.93
TG00767,2026-07-20,ST011,144443.1,0.29,0.94,0.95,0.93
TG00768,2026-07-20,ST012,162507.48,0.29,0.94,0.95,0.93
TG00769,2026-07-20,ST013,163302.17,0.29,0.94,0.95,0.93
TG00770,2026-07-20,ST014,99369.49,0.29,0.94,0.95,0.93
TG00771,2026-07-20,ST015,166105.33,0.29,0.94,0.95,0.93
TG00772,2026-07-20,ST016,178160.48,0.29,0.94,0.95,0.93
TG00773,2026-07-20,ST017,91183.7,0.29,0.94,0.95,0.93
TG00774,2026-07-20,ST018,135936.95,0.29,0.94,0.95,0.93
TG00775,2026-07-20,ST019,212213.96,0.29,0.94,0.95,0.93
TG00776,2026-07-20,ST020,122882.79,0.29,0.94,0.95,0.93
TG00777,2026-07-20,ST021,167486.99,0.29,0.94,0.95,0.93
TG00778,2026-07-20,ST022,117190.22,0.29,0.94,0.95,0.93
TG00779,2026-07-20,ST023,169933.12,0.29,0.94,0.95,0.93
TG00780,2026-07-20,ST024,111168.79,0.29,0.94,0.95,0.93
TG00781,2026-07-20,ST025,104768.98,0.29,0.94,0.95,0.93
TG00782,2026-07-20,ST026,142191.73,0.29,0.94,0.95,0.93
TG00783,2026-07-20,ST027,155553.04,0.29,0.94,0.95,0.93
TG00784,2026-07-20,ST028,81409.01,0.29,0.94,0.95,0.93
TG00785,2026-07-20,ST029,132707.72,0.29,0.94,0.95,0.93
TG00786,2026-07-20,ST030,156392.09,0.29,0.94,0.95,0.93
TG00787,2026-07-20,ST031,132613.21,0.29,0.94,0.95,0.93
TG00788,2026-07-20,ST032,109952.97,0.29,0.94,0.95,0.93
TG00789,2026-07-20,ST033,72061.14,0.29,0.94,0.95,0.93
TG00790,2026-07-20,ST034,99506.06,0.29,0.94,0.95,0.93
TG00791,2026-07-20,ST035,130856.99,0.29,0.94,0.95,0.93
TG00792,2026-07-20,ST036,82582.34,0.29,0.94,0.95,0.93
TG00793,2026-07-27,ST001,133668.52,0.29,0.94,0.95,0.93
TG00794,2026-07-27,ST002,236087.31,0.29,0.94,0.95,0.93
TG00795,2026-07-27,ST003,168819.43,0.29,0.94,0.95,0.93
TG00796,2026-07-27,ST004,121701.64,0.29,0.94,0.95,0.93
TG00797,2026-07-27,ST005,245130.7,0.29,0.94,0.95,0.93
TG00798,2026-07-27,ST006,186777.88,0.29,0.94,0.95,0.93
TG00799,2026-07-27,ST007,185385.07,0.29,0.94,0.95,0.93
TG00800,2026-07-27,ST008,220010.69,0.29,0.94,0.95,0.93
TG00801,2026-07-27,ST009,153565.54,0.29,0.94,0.95,0.93
TG00802,2026-07-27,ST010,112013.43,0.29,0.94,0.95,0.93
TG00803,2026-07-27,ST011,146662.75,0.29,0.94,0.95,0.93
TG00804,2026-07-27,ST012,159803.27,0.29,0.94,0.95,0.93
TG00805,2026-07-27,ST013,174812.97,0.29,0.94,0.95,0.93
TG00806,2026-07-27,ST014,98056.92,0.29,0.94,0.95,0.93
TG00807,2026-07-27,ST015,171715.77,0.29,0.94,0.95,0.93
TG00808,2026-07-27,ST016,169239.13,0.29,0.94,0.95,0.93
TG00809,2026-07-27,ST017,90469.09,0.29,0.94,0.95,0.93
TG00810,2026-07-27,ST018,146143.81,0.29,0.94,0.95,0.93
TG00811,2026-07-27,ST019,204495.45,0.29,0.94,0.95,0.93
TG00812,2026-07-27,ST020,130646.89,0.29,0.94,0.95,0.93
TG00813,2026-07-27,ST021,171923.02,0.29,0.94,0.95,0.93
TG00814,2026-07-27,ST022,105165.94,0.29,0.94,0.95,0.93
TG00815,2026-07-27,ST023,169246.35,0.29,0.94,0.95,0.93
TG00816,2026-07-27,ST024,112112.29,0.29,0.94,0.95,0.93
TG00817,2026-07-27,ST025,101964.21,0.29,0.94,0.95,0.93
TG00818,2026-07-27,ST026,153700.45,0.29,0.94,0.95,0.93
TG00819,2026-07-27,ST027,154223.72,0.29,0.94,0.95,0.93
TG00820,2026-07-27,ST028,79135.22,0.29,0.94,0.95,0.93
TG00821,2026-07-27,ST029,126275.4,0.29,0.94,0.95,0.93
TG00822,2026-07-27,ST030,150721.25,0.29,0.94,0.95,0.93
TG00823,2026-07-27,ST031,146415.23,0.29,0.94,0.95,0.93
TG00824,2026-07-27,ST032,123686.06,0.29,0.94,0.95,0.93
TG00825,2026-07-27,ST033,68620.25,0.29,0.94,0.95,0.93
TG00826,2026-07-27,ST034,100587.12,0.29,0.94,0.95,0.93
TG00827,2026-07-27,ST035,136536.11,0.29,0.94,0.95,0.93
TG00828,2026-07-27,ST036,77804.44,0.29,0.94,0.95,0.93
TG00829,2026-08-03,ST001,123965.26,0.29,0.94,0.95,0.93
TG00830,2026-08-03,ST002,214089.86,0.29,0.94,0.95,0.93
TG00831,2026-08-03,ST003,163231.99,0.29,0.94,0.95,0.93
TG00832,2026-08-03,ST004,119400.08,0.29,0.94,0.95,0.93
TG00833,2026-08-03,ST005,232746.08,0.29,0.94,0.95,0.93
TG00834,2026-08-03,ST006,184320.3,0.29,0.94,0.95,0.93
TG00835,2026-08-03,ST007,172390.66,0.29,0.94,0.95,0.93
TG00836,2026-08-03,ST008,217755.27,0.29,0.94,0.95,0.93
TG00837,2026-08-03,ST009,145510.51,0.29,0.94,0.95,0.93
TG00838,2026-08-03,ST010,106656.7,0.29,0.94,0.95,0.93
TG00839,2026-08-03,ST011,154501.76,0.29,0.94,0.95,0.93
TG00840,2026-08-03,ST012,162898.29,0.29,0.94,0.95,0.93
TG00841,2026-08-03,ST013,157316.31,0.29,0.94,0.95,0.93
TG00842,2026-08-03,ST014,100555.94,0.29,0.94,0.95,0.93
TG00843,2026-08-03,ST015,168382.28,0.29,0.94,0.95,0.93
TG00844,2026-08-03,ST016,172514.19,0.29,0.94,0.95,0.93
TG00845,2026-08-03,ST017,91406.71,0.29,0.94,0.95,0.93
TG00846,2026-08-03,ST018,134607.22,0.29,0.94,0.95,0.93
TG00847,2026-08-03,ST019,197050.69,0.29,0.94,0.95,0.93
TG00848,2026-08-03,ST020,119919.36,0.29,0.94,0.95,0.93
TG00849,2026-08-03,ST021,167115.79,0.29,0.94,0.95,0.93
TG00850,2026-08-03,ST022,102514.54,0.29,0.94,0.95,0.93
TG00851,2026-08-03,ST023,166440.62,0.29,0.94,0.95,0.93
TG00852,2026-08-03,ST024,105798.43,0.29,0.94,0.95,0.93
TG00853,2026-08-03,ST025,106350.61,0.29,0.94,0.95,0.93
TG00854,2026-08-03,ST026,134366.91,0.29,0.94,0.95,0.93
TG00855,2026-08-03,ST027,153526.69,0.29,0.94,0.95,0.93
TG00856,2026-08-03,ST028,73293.57,0.29,0.94,0.95,0.93
TG00857,2026-08-03,ST029,123363.6,0.29,0.94,0.95,0.93
TG00858,2026-08-03,ST030,155085.16,0.29,0.94,0.95,0.93
TG00859,2026-08-03,ST031,143938.36,0.29,0.94,0.95,0.93
TG00860,2026-08-03,ST032,109195.67,0.29,0.94,0.95,0.93
TG00861,2026-08-03,ST033,60548.66,0.29,0.94,0.95,0.93
TG00862,2026-08-03,ST034,92082.21,0.29,0.94,0.95,0.93
TG00863,2026-08-03,ST035,123861.79,0.29,0.94,0.95,0.93
TG00864,2026-08-03,ST036,77752.2,0.29,0.94,0.95,0.93
TG00865,2026-08-10,ST001,127806.75,0.29,0.94,0.95,0.93
TG00866,2026-08-10,ST002,226177.59,0.29,0.94,0.95,0.93
TG00867,2026-08-10,ST003,165113.03,0.29,0.94,0.95,0.93
TG00868,2026-08-10,ST004,116563.72,0.29,0.94,0.95,0.93
TG00869,2026-08-10,ST005,232258.28,0.29,0.94,0.95,0.93
TG00870,2026-08-10,ST006,185487.95,0.29,0.94,0.95,0.93
TG00871,2026-08-10,ST007,176549.68,0.29,0.94,0.95,0.93
TG00872,2026-08-10,ST008,228794.0,0.29,0.94,0.95,0.93
TG00873,2026-08-10,ST009,147363.75,0.29,0.94,0.95,0.93
TG00874,2026-08-10,ST010,108133.77,0.29,0.94,0.95,0.93
TG00875,2026-08-10,ST011,150918.04,0.29,0.94,0.95,0.93
TG00876,2026-08-10,ST012,160073.52,0.29,0.94,0.95,0.93
TG00877,2026-08-10,ST013,170423.16,0.29,0.94,0.95,0.93
TG00878,2026-08-10,ST014,101469.78,0.29,0.94,0.95,0.93
TG00879,2026-08-10,ST015,167528.42,0.29,0.94,0.95,0.93
TG00880,2026-08-10,ST016,176015.99,0.29,0.94,0.95,0.93
TG00881,2026-08-10,ST017,87424.33,0.29,0.94,0.95,0.93
TG00882,2026-08-10,ST018,140285.6,0.29,0.94,0.95,0.93
TG00883,2026-08-10,ST019,194431.01,0.29,0.94,0.95,0.93
TG00884,2026-08-10,ST020,118872.06,0.29,0.94,0.95,0.93
TG00885,2026-08-10,ST021,160637.27,0.29,0.94,0.95,0.93
TG00886,2026-08-10,ST022,105346.03,0.29,0.94,0.95,0.93
TG00887,2026-08-10,ST023,169904.18,0.29,0.94,0.95,0.93
TG00888,2026-08-10,ST024,115788.35,0.29,0.94,0.95,0.93
TG00889,2026-08-10,ST025,102136.37,0.29,0.94,0.95,0.93
TG00890,2026-08-10,ST026,141787.5,0.29,0.94,0.95,0.93
TG00891,2026-08-10,ST027,147426.85,0.29,0.94,0.95,0.93
TG00892,2026-08-10,ST028,74033.49,0.29,0.94,0.95,0.93
TG00893,2026-08-10,ST029,122375.57,0.29,0.94,0.95,0.93
TG00894,2026-08-10,ST030,155380.31,0.29,0.94,0.95,0.93
TG00895,2026-08-10,ST031,140778.32,0.29,0.94,0.95,0.93
TG00896,2026-08-10,ST032,113866.19,0.29,0.94,0.95,0.93
TG00897,2026-08-10,ST033,64954.43,0.29,0.94,0.95,0.93
TG00898,2026-08-10,ST034,101694.44,0.29,0.94,0.95,0.93
TG00899,2026-08-10,ST035,123175.41,0.29,0.94,0.95,0.93
TG00900,2026-08-10,ST036,79641.43,0.29,0.94,0.95,0.93
TG00901,2026-08-17,ST001,130821.95,0.29,0.94,0.95,0.93
TG00902,2026-08-17,ST002,225998.61,0.29,0.94,0.95,0.93
TG00903,2026-08-17,ST003,158740.1,0.29,0.94,0.95,0.93
TG00904,2026-08-17,ST004,125328.06,0.29,0.94,0.95,0.93
TG00905,2026-08-17,ST005,231366.56,0.29,0.94,0.95,0.93
TG00906,2026-08-17,ST006,184885.55,0.29,0.94,0.95,0.93
TG00907,2026-08-17,ST007,180153.89,0.29,0.94,0.95,0.93
TG00908,2026-08-17,ST008,225387.18,0.29,0.94,0.95,0.93
TG00909,2026-08-17,ST009,151435.15,0.29,0.94,0.95,0.93
TG00910,2026-08-17,ST010,105966.19,0.29,0.94,0.95,0.93
TG00911,2026-08-17,ST011,146775.3,0.29,0.94,0.95,0.93
TG00912,2026-08-17,ST012,163216.33,0.29,0.94,0.95,0.93
TG00913,2026-08-17,ST013,171970.06,0.29,0.94,0.95,0.93
TG00914,2026-08-17,ST014,93700.83,0.29,0.94,0.95,0.93
TG00915,2026-08-17,ST015,165511.77,0.29,0.94,0.95,0.93
TG00916,2026-08-17,ST016,170718.03,0.29,0.94,0.95,0.93
TG00917,2026-08-17,ST017,90026.05,0.29,0.94,0.95,0.93
TG00918,2026-08-17,ST018,147047.67,0.29,0.94,0.95,0.93
TG00919,2026-08-17,ST019,211028.53,0.29,0.94,0.95,0.93
TG00920,2026-08-17,ST020,126072.38,0.29,0.94,0.95,0.93
TG00921,2026-08-17,ST021,161466.59,0.29,0.94,0.95,0.93
TG00922,2026-08-17,ST022,111620.64,0.29,0.94,0.95,0.93
TG00923,2026-08-17,ST023,163640.65,0.29,0.94,0.95,0.93
TG00924,2026-08-17,ST024,115619.72,0.29,0.94,0.95,0.93
TG00925,2026-08-17,ST025,102643.5,0.29,0.94,0.95,0.93
TG00926,2026-08-17,ST026,139596.11,0.29,0.94,0.95,0.93
TG00927,2026-08-17,ST027,152628.71,0.29,0.94,0.95,0.93
TG00928,2026-08-17,ST028,79100.72,0.29,0.94,0.95,0.93
TG00929,2026-08-17,ST029,119695.62,0.29,0.94,0.95,0.93
TG00930,2026-08-17,ST030,156941.56,0.29,0.94,0.95,0.93
TG00931,2026-08-17,ST031,139482.46,0.29,0.94,0.95,0.93
TG00932,2026-08-17,ST032,120212.09,0.29,0.94,0.95,0.93
TG00933,2026-08-17,ST033,69256.11,0.29,0.94,0.95,0.93
TG00934,2026-08-17,ST034,98248.18,0.29,0.94,0.95,0.93
TG00935,2026-08-17,ST035,125207.61,0.29,0.94,0.95,0.93
TG00936,2026-08-17,ST036,76961.73,0.29,0.94,0.95,0.93
